Split,Subset,NumSamples,MSE,RMSE,MAE,R2,Precision@5,Recall@5,NDCG@5,Precision@10,Recall@10,NDCG@10,Precision@20,Recall@20,NDCG@20
Train,Overall,5592224,1.4351590871810913,1.1979812549372764,0.9347825050354004,0.34384564469285295,0.7719213181840114,0.8905504646061466,0.9347251595071265,0.7522719014487422,0.9562046476269179,0.9429870914537749,0.74392816539011,0.9831024513752799,0.9469803807299285
Train,Cold_User,2534197,1.8686493635177612,1.3669855023070878,1.0957456827163696,0.30925849725623,0.7561752035818257,1.0,0.9540958808235805,0.7561752035818257,1.0,0.9540958808235805,0.7561752035818257,1.0,0.9540958808235805
Train,Cold_Business,118787,2.332913637161255,1.5273878476540446,1.317562222480774,0.1788273883786714,0.7716199408363588,0.9675968729082471,0.9255983988220547,0.7670970677500528,0.990899678777527,0.930912651943045,0.7660046770265799,0.9976909537586909,0.9327902315015325
Train,Cold_User_Only,2474397,1.8394416570663452,1.356260173073863,1.0828027725219727,0.31601265092324204,0.7571249129520797,1.0,0.9547699005322553,0.7571249129520797,1.0,0.9547699005322553,0.7571249129520797,1.0,0.9547699005322553
Train,Cold_Business_Only,58987,1.5783716440200806,1.256332616793849,0.9995091557502747,0.3135976057892348,0.765702209414025,0.9629614514995019,0.9222456582929541,0.760532317826266,0.9895978345542316,0.9283201405924052,0.7592836554154351,0.9973606337142569,0.9304663168347066
Train,Any_Cold,2593184,1.862046480178833,1.364568239473143,1.0935566425323486,0.30940028627264327,0.7563471114605564,0.9993316663791193,0.9535211667645385,0.7562538245337115,0.9998123005036961,0.9536307763716783,0.7562312933303011,0.9999523745584534,0.9536695025582362
Train,Both_Cold,59800,3.077197313308716,1.754194206269282,1.631291151046753,0.07988051701166898,0.8129868385710448,1.0,0.9490351627946153,0.8129868385710448,1.0,0.9490351627946153,0.8129868385710448,1.0,0.9490351627946153
Train,Warm,2999040,1.0660419464111328,1.032493073299348,0.7974951267242432,0.3845378416239672,0.8119742388318091,0.6081730560807813,0.8851741683034353,0.7413277857528168,0.8433434782215894,0.9146657837254862,0.7113185109709245,0.9395911814346629,0.9288472323291449
Val,Overall,699028,1.6307580471038818,1.277011373130201,0.9998671412467957,0.2522552306099364,0.7691333170199987,0.9485053152355525,0.9348688255324457,0.7605714645878817,0.9848416175708203,0.9412714372317957,0.7575664216120026,0.9964584622902936,0.9437412632531345
Val,Cold_User,341300,2.014720916748047,1.4194086503710082,1.1398833990097046,0.2429971483350839,0.7858644994800292,0.9999557061972807,0.9565031588176379,0.7858644994800293,1.0,0.9565178211750277,0.7858644994800293,1.0,0.9565178211750277
Val,Cold_Business,23115,2.505419969558716,1.582851847002339,1.372749924659729,0.12138063751746198,0.7485213757634201,0.9852987906317349,0.918547724642068,0.7457286739832545,0.9970005748085229,0.9211336271362746,0.7450532267538337,0.9998449192734328,0.9219338935260692
Val,Cold_User_Only,328837,1.9741489887237549,1.4050441234081423,1.12123441696167,0.25048219652287396,0.7864282811865094,0.9999532710280373,0.9570353853738621,0.7864323445753758,1.0,0.9570508538332246,0.7864323445753758,1.0,0.9570508538332246
Val,Cold_Business_Only,10652,1.82705819606781,1.3516871664951955,1.0695000886917114,0.17871904470683653,0.7472799722799722,0.9841526464502173,0.9160339843223597,0.7442695442695442,0.9967667318881894,0.9188214904413743,0.7435414374328402,0.9998328287801973,0.9196841476619741
Val,Any_Cold,351952,2.0090410709381104,1.4174064593256623,1.1377531290054321,0.24143360729680008,0.7844859176725472,0.9993910806271163,0.9550572406796823,0.7843783584619239,0.9998844789629132,0.9551709736294095,0.7843523440226701,0.9999940271601317,0.9552017954027137
Val,Both_Cold,12463,3.0852088928222656,1.7564762716365585,1.6319342851638794,0.07916003134624683,0.7644444444444444,1.0,0.9507906338095277,0.7644444444444444,1.0,0.9507906338095277,0.7644444444444444,1.0,0.9507906338095277
Val,Warm,347076,1.2471604347229004,1.116763374543999,0.860044002532959,0.2630158569020312,0.7625084094185488,0.9289589956818557,0.9269097241479645,0.7505608694436182,0.9795027988504228,0.9358198104603563,0.7463219039634974,0.9953625003015452,0.9392116798163108
Test,Overall,699028,1.6396900415420532,1.2805038233219193,1.0022538900375366,0.25023446746082245,0.7671971980847667,0.9490615276918555,0.9338916553886737,0.7588941641192153,0.9850757399003848,0.9403464014948709,0.7557905115088768,0.9964815906128052,0.9427581262830378
Test,Cold_User,341718,2.028261184692383,1.4241703496044225,1.1433032751083374,0.24128290752013937,0.7817411988582302,0.9999746273390423,0.953111502859672,0.7817185446966608,1.0,0.9531220875355625,0.7817185446966608,1.0,0.9531220875355625
